county_name,county_state,county_fips,bcounty_name,bcounty_state,bcounty_fips,county_combined,gc_dist_km,distance,duration
Autauga County, AL,01001,Chilton County, AL,01021,0100101021,36.2,42.1 km,33 mins
Autauga County, AL,01001,Dallas County, AL,01047,0100101047,49.5,69.9 km,58 mins
Autauga County, AL,01001,Elmore County, AL,01051,0100101051,47.5,58.6 km,51 mins
Autauga County, AL,01001,Lowndes County, AL,01085,0100101085,43.2,80.6 km,1 hour 2 mins
Autauga County, AL,01001,Montgomery County, AL,01101,0100101101,55.5,64.9 km,56 mins
Baldwin County, AL,01003,Clarke County, AL,01025,0100301025,114.3,163.2 km,2 hour 10 mins
Baldwin County, AL,01003,Escambia County, AL,01053,0100301053,75.4,101.8 km,1 hour 32 mins
Baldwin County, AL,01003,Mobile County, AL,01097,0100301097,43.2,68.4 km,1 hour 14 mins
Baldwin County, AL,01003,Monroe County, AL,01099,0100301099,108.1,134.9 km,1 hour 56 mins
Baldwin County, AL,01003,Washington County, AL,01129,0100301129,93.8,135.5 km,1 hour 59 mins
Baldwin County, AL,01003,Escambia County, FL,12033,0100312033,39.3,45 km,48 mins
Barbour County, AL,01005,Bullock County, AL,01011,0100501011,39.1,49.6 km,36 mins
Barbour County, AL,01005,Dale County, AL,01045,0100501045,52.6,66.7 km,53 mins
Barbour County, AL,01005,Henry County, AL,01067,0100501067,42.3,51.6 km,43 mins
Barbour County, AL,01005,Pike County, AL,01109,0100501109,51.3,64.9 km,51 mins
Barbour County, AL,01005,Russell County, AL,01113,0100501113,50.9,78.3 km,55 mins
Barbour County, AL,01005,Clay County, GA,13061,0100513061,48.0,66.4 km,56 mins
Barbour County, AL,01005,Quitman County, GA,13239,0100513239,37.4,41.1 km,35 mins
Barbour County, AL,01005,Stewart County, GA,13259,0100513259,58.3,72.4 km,1 hour 0 mins
Bibb County, AL,01007,Chilton County, AL,01021,0100701021,41.5,67.7 km,54 mins
Bibb County, AL,01007,Hale County, AL,01065,0100701065,54.8,80.7 km,1 hour 5 mins
Bibb County, AL,01007,Jefferson County, AL,01073,0100701073,63.5,77.3 km,58 mins
Bibb County, AL,01007,Perry County, AL,01105,0100701105,44.7,50.5 km,40 mins
Bibb County, AL,01007,Shelby County, AL,01117,0100701117,50.0,79.3 km,1 hour 17 mins
Bibb County, AL,01007,Tuscaloosa County, AL,01125,0100701125,47.8,74 km,1 hour 0 mins
Blount County, AL,01009,Cullman County, AL,01043,0100901043,32.7,48.9 km,44 mins
Blount County, AL,01009,Etowah County, AL,01055,0100901055,49.7,77.4 km,55 mins
Blount County, AL,01009,Jefferson County, AL,01073,0100901073,56.1,74 km,54 mins
Blount County, AL,01009,Marshall County, AL,01095,0100901095,43.3,53.7 km,41 mins
Blount County, AL,01009,St. Clair County, AL,01115,0100901115,37.5,62.9 km,57 mins
Blount County, AL,01009,Walker County, AL,01127,0100901127,70.8,93.4 km,1 hour 23 mins
Bullock County, AL,01011,Macon County, AL,01087,0101101087,31.8,37 km,28 mins
Bullock County, AL,01011,Montgomery County, AL,01101,0101101101,47.2,63.2 km,44 mins
Bullock County, AL,01011,Pike County, AL,01109,0101101109,39.8,55.8 km,42 mins
Bullock County, AL,01011,Russell County, AL,01113,0101101113,54.1,65.7 km,46 mins
Butler County, AL,01013,Conecuh County, AL,01035,0101301035,46.4,57.5 km,38 mins
Butler County, AL,01013,Covington County, AL,01039,0101301039,60.6,76.8 km,53 mins
Butler County, AL,01013,Crenshaw County, AL,01041,0101301041,34.4,44.3 km,31 mins
Butler County, AL,01013,Lowndes County, AL,01085,0101301085,44.2,62.2 km,50 mins
Butler County, AL,01013,Monroe County, AL,01099,0101301099,69.1,98.9 km,1 hour 12 mins
Butler County, AL,01013,Wilcox County, AL,01131,0101301131,64.3,77.5 km,1 hour 2 mins
Calhoun County, AL,01015,Cherokee County, AL,01019,0101501019,36.6,57.8 km,49 mins
Calhoun County, AL,01015,Cleburne County, AL,01029,0101501029,30.4,48.2 km,42 mins
Calhoun County, AL,01015,Etowah County, AL,01055,0101501055,36.4,45.2 km,38 mins
Calhoun County, AL,01015,St. Clair County, AL,01115,0101501115,46.1,63.2 km,56 mins
Calhoun County, AL,01015,Talladega County, AL,01121,0101501121,55.4,68.4 km,50 mins
Chambers County, AL,01017,Lee County, AL,01081,0101701081,35.1,47.1 km,41 mins
Chambers County, AL,01017,Randolph County, AL,01111,0101701111,42.6,53.9 km,40 mins
Chambers County, AL,01017,Tallapoosa County, AL,01123,0101701123,38.6,47.1 km,35 mins
Chambers County, AL,01017,Harris County, GA,13145,0101713145,49.4,66.9 km,52 mins
Chambers County, AL,01017,Troup County, GA,13285,0101713285,36.3,52.9 km,41 mins
Cherokee County, AL,01019,Cleburne County, AL,01029,0101901029,46.0,82.6 km,1 hour 4 mins
Cherokee County, AL,01019,DeKalb County, AL,01049,0101901049,45.6,65.8 km,51 mins
Cherokee County, AL,01019,Etowah County, AL,01055,0101901055,35.1,51 km,42 mins
Cherokee County, AL,01019,Chattooga County, GA,13055,0101913055,53.2,48.6 km,37 mins
Cherokee County, AL,01019,Floyd County, GA,13115,0101913115,45.9,49.2 km,39 mins
Cherokee County, AL,01019,Polk County, GA,13233,0101913233,43.8,59.7 km,48 mins
Chilton County, AL,01021,Coosa County, AL,01037,0102101037,45.9,61.6 km,56 mins
Chilton County, AL,01021,Dallas County, AL,01047,0102101047,68.3,88.1 km,1 hour 9 mins
Chilton County, AL,01021,Elmore County, AL,01051,0102101051,61.6,73.3 km,1 hour 1 mins
Chilton County, AL,01021,Perry County, AL,01105,0102101105,58.2,71.2 km,51 mins
Chilton County, AL,01021,Shelby County, AL,01117,0102101117,45.7,66.4 km,1 hour 0 mins
Choctaw County, AL,01023,Clarke County, AL,01025,0102301025,53.0,83.3 km,58 mins
Choctaw County, AL,01023,Marengo County, AL,01091,0102301091,51.7,67.8 km,50 mins
Choctaw County, AL,01023,Sumter County, AL,01119,0102301119,67.6,78.1 km,59 mins
Choctaw County, AL,01023,Washington County, AL,01129,0102301129,65.1,82 km,1 hour 2 mins
Choctaw County, AL,01023,Clarke County, MS,28023,0102328023,41.7,55.1 km,46 mins
Choctaw County, AL,01023,Lauderdale County, MS,28075,0102328075,60.1,70.5 km,50 mins
Choctaw County, AL,01023,Wayne County, MS,28153,0102328153,56.2,76.3 km,52 mins
Clarke County, AL,01025,Marengo County, AL,01091,0102501091,62.6,71.8 km,50 mins
Clarke County, AL,01025,Monroe County, AL,01099,0102501099,42.8,57.7 km,39 mins
Clarke County, AL,01025,Washington County, AL,01129,0102501129,47.7,72.1 km,54 mins
Clarke County, AL,01025,Wilcox County, AL,01131,0102501131,59.4,80.7 km,57 mins
Clay County, AL,01027,Cleburne County, AL,01029,0102701029,55.2,65.1 km,52 mins
Clay County, AL,01027,Coosa County, AL,01037,0102701037,51.6,71.4 km,1 hour 0 mins
Clay County, AL,01027,Randolph County, AL,01111,0102701111,37.1,43.4 km,36 mins
Clay County, AL,01027,Talladega County, AL,01121,0102701121,31.3,46.9 km,35 mins
Clay County, AL,01027,Tallapoosa County, AL,01123,0102701123,45.3,65.4 km,49 mins
Cleburne County, AL,01029,Randolph County, AL,01111,0102901111,42.0,58.9 km,44 mins
Cleburne County, AL,01029,Talladega County, AL,01121,0102901121,69.8,80.1 km,53 mins
Cleburne County, AL,01029,Carroll County, GA,13045,0102913045,41.5,52.7 km,35 mins
Cleburne County, AL,01029,Haralson County, GA,13143,0102913143,30.6,38.4 km,29 mins
Cleburne County, AL,01029,Polk County, GA,13233,0102913233,47.1,57.9 km,45 mins
Coffee County, AL,01031,Covington County, AL,01039,0103101039,47.1,69.4 km,50 mins
Coffee County, AL,01031,Crenshaw County, AL,01041,0103101041,48.3,63 km,48 mins
Coffee County, AL,01031,Dale County, AL,01045,0103101045,36.2,44.6 km,34 mins
Coffee County, AL,01031,Geneva County, AL,01061,0103101061,38.0,45.6 km,35 mins
Coffee County, AL,01031,Pike County, AL,01109,0103101109,44.3,53.2 km,40 mins
Colbert County, AL,01033,Franklin County, AL,01059,0103301059,29.3,37.5 km,39 mins
Colbert County, AL,01033,Lauderdale County, AL,01077,0103301077,26.2,37.5 km,40 mins
Colbert County, AL,01033,Lawrence County, AL,01079,0103301079,47.9,57 km,40 mins
Colbert County, AL,01033,Tishomingo County, MS,28141,0103328141,39.9,52.2 km,36 mins
Conecuh County, AL,01035,Covington County, AL,01039,0103501039,55.5,66.8 km,50 mins
Conecuh County, AL,01035,Escambia County, AL,01053,0103501053,38.0,56.9 km,39 mins
Conecuh County, AL,01035,Monroe County, AL,01099,0103501099,40.8,52.9 km,42 mins
Coosa County, AL,01037,Elmore County, AL,01051,0103701051,38.3,49.5 km,42 mins
Coosa County, AL,01037,Shelby County, AL,01117,0103701117,54.8,95.9 km,1 hour 29 mins
Coosa County, AL,01037,Talladega County, AL,01121,0103701121,49.1,60.2 km,54 mins
Coosa County, AL,01037,Tallapoosa County, AL,01123,0103701123,42.1,53 km,47 mins
Covington County, AL,01039,Crenshaw County, AL,01041,0103901041,55.7,72.3 km,56 mins
Covington County, AL,01039,Escambia County, AL,01053,0103901053,69.8,84.2 km,1 hour 5 mins
Covington County, AL,01039,Geneva County, AL,01061,0103901061,61.8,84.8 km,1 hour 5 mins
Covington County, AL,01039,Okaloosa County, FL,12091,0103912091,65.8,83.3 km,1 hour 7 mins
Covington County, AL,01039,Walton County, FL,12131,0103912131,72.9,85.2 km,1 hour 4 mins
Crenshaw County, AL,01041,Lowndes County, AL,01085,0104101085,55.7,80.5 km,1 hour 2 mins
Crenshaw County, AL,01041,Montgomery County, AL,01101,0104101101,53.5,75.6 km,55 mins
Crenshaw County, AL,01041,Pike County, AL,01109,0104101109,36.4,43.1 km,38 mins
Cullman County, AL,01043,Lawrence County, AL,01079,0104301079,60.7,64.5 km,42 mins
Cullman County, AL,01043,Marshall County, AL,01095,0104301095,54.1,66 km,52 mins
Cullman County, AL,01043,Morgan County, AL,01103,0104301103,35.9,41.6 km,23 mins
Cullman County, AL,01043,Walker County, AL,01127,0104301127,54.9,72.3 km,58 mins
Cullman County, AL,01043,Winston County, AL,01133,0104301133,45.6,57.9 km,41 mins
Dale County, AL,01045,Geneva County, AL,01061,0104501061,42.9,51.7 km,41 mins
Dale County, AL,01045,Henry County, AL,01067,0104501067,36.3,50.5 km,42 mins
Dale County, AL,01045,Houston County, AL,01069,0104501069,42.5,47 km,40 mins
Dale County, AL,01045,Pike County, AL,01109,0104501109,51.6,56.5 km,40 mins
Dallas County, AL,01047,Lowndes County, AL,01085,0104701085,48.3,76.2 km,59 mins
Dallas County, AL,01047,Marengo County, AL,01091,0104701091,64.3,80.9 km,59 mins
Dallas County, AL,01047,Perry County, AL,01105,0104701105,37.9,51.2 km,38 mins
Dallas County, AL,01047,Wilcox County, AL,01131,0104701131,42.1,76.7 km,54 mins
DeKalb County, AL,01049,Etowah County, AL,01055,0104901055,50.6,64.6 km,42 mins
DeKalb County, AL,01049,Jackson County, AL,01071,0104901071,37.2,55.4 km,43 mins
DeKalb County, AL,01049,Marshall County, AL,01095,0104901095,50.4,62.5 km,48 mins
DeKalb County, AL,01049,Chattooga County, GA,13055,0104913055,42.1,63.6 km,53 mins
DeKalb County, AL,01049,Dade County, GA,13083,0104913083,51.4,64.9 km,46 mins
DeKalb County, AL,01049,Walker County, GA,13295,0104913295,54.9,87.6 km,1 hour 12 mins
Elmore County, AL,01051,Macon County, AL,01087,0105101087,48.2,67.6 km,54 mins
Elmore County, AL,01051,Montgomery County, AL,01101,0105101101,44.1,53.1 km,50 mins
Elmore County, AL,01051,Tallapoosa County, AL,01123,0105101123,43.7,68.2 km,49 mins
Escambia County, AL,01053,Monroe County, AL,01099,0105301099,54.9,62.6 km,49 mins
Escambia County, AL,01053,Escambia County, FL,12033,0105312033,59.0,63.7 km,48 mins
Escambia County, AL,01053,Okaloosa County, FL,12091,0105312091,74.6,98.1 km,1 hour 19 mins
Escambia County, AL,01053,Santa Rosa County, FL,12113,0105312113,48.8,62.8 km,50 mins
Etowah County, AL,01055,Marshall County, AL,01095,0105501095,39.3,55.8 km,54 mins
Etowah County, AL,01055,St. Clair County, AL,01115,0105501115,45.4,65.1 km,51 mins
Fayette County, AL,01057,Lamar County, AL,01075,0105701075,31.6,47.8 km,37 mins
Fayette County, AL,01057,Marion County, AL,01093,0105701093,46.7,59.2 km,49 mins
Fayette County, AL,01057,Pickens County, AL,01107,0105701107,58.0,71 km,52 mins
Fayette County, AL,01057,Tuscaloosa County, AL,01125,0105701125,53.5,65.9 km,51 mins
Fayette County, AL,01057,Walker County, AL,01127,0105701127,42.2,56.6 km,50 mins
Franklin County, AL,01059,Lawrence County, AL,01079,0105901079,48.7,61.3 km,43 mins
Franklin County, AL,01059,Marion County, AL,01093,0105901093,34.0,49.2 km,38 mins
Franklin County, AL,01059,Winston County, AL,01133,0105901133,54.3,63 km,54 mins
Franklin County, AL,01059,Itawamba County, MS,28057,0105928057,51.0,76.2 km,52 mins
Franklin County, AL,01059,Tishomingo County, MS,28141,0105928141,48.8,71.2 km,1 hour 1 mins
Geneva County, AL,01061,Houston County, AL,01069,0106101069,50.8,67.6 km,55 mins
Geneva County, AL,01061,Holmes County, FL,12059,0106112059,25.0,36.5 km,31 mins
Geneva County, AL,01061,Jackson County, FL,12063,0106112063,67.6,92.1 km,1 hour 10 mins
Geneva County, AL,01061,Walton County, FL,12131,0106112131,61.2,68.8 km,57 mins
Greene County, AL,01063,Hale County, AL,01065,0106301065,33.5,39.1 km,33 mins
Greene County, AL,01063,Marengo County, AL,01091,0106301091,68.3,79.8 km,1 hour 1 mins
Greene County, AL,01063,Pickens County, AL,01107,0106301107,51.8,58.8 km,41 mins
Greene County, AL,01063,Sumter County, AL,01119,0106301119,35.2,43.7 km,30 mins
Greene County, AL,01063,Tuscaloosa County, AL,01125,0106301125,64.4,76 km,53 mins
Hale County, AL,01065,Marengo County, AL,01091,0106501091,58.3,69.9 km,53 mins
Hale County, AL,01065,Perry County, AL,01105,0106501105,33.3,44.4 km,36 mins
Hale County, AL,01065,Tuscaloosa County, AL,01125,0106501125,60.5,70.7 km,59 mins
Henry County, AL,01067,Houston County, AL,01069,0106701069,40.3,52.4 km,45 mins
Henry County, AL,01067,Clay County, GA,13061,0106713061,26.1,43.4 km,42 mins
Henry County, AL,01067,Early County, GA,13099,0106713099,38.2,59.4 km,50 mins
Houston County, AL,01069,Jackson County, FL,12063,0106912063,42.0,47.4 km,36 mins
Houston County, AL,01069,Early County, GA,13099,0106913099,41.4,63.4 km,43 mins
Houston County, AL,01069,Seminole County, GA,13253,0106913253,47.9,58.9 km,39 mins
Jackson County, AL,01071,Madison County, AL,01089,0107101089,52.4,77.8 km,52 mins
Jackson County, AL,01071,Marshall County, AL,01095,0107101095,59.5,61.2 km,45 mins
Jackson County, AL,01071,Dade County, GA,13083,0107113083,44.1,68.9 km,56 mins
Jackson County, AL,01071,Franklin County, TN,47051,0107147051,45.0,67.6 km,53 mins
Jackson County, AL,01071,Marion County, TN,47115,0107147115,52.6,71.6 km,53 mins
Jefferson County, AL,01073,St. Clair County, AL,01115,0107301115,56.6,77.3 km,59 mins
Jefferson County, AL,01073,Shelby County, AL,01117,0107301117,38.1,65.7 km,57 mins
Jefferson County, AL,01073,Tuscaloosa County, AL,01125,0107301125,65.1,103.9 km,1 hour 9 mins
Jefferson County, AL,01073,Walker County, AL,01127,0107301127,45.9,59.5 km,44 mins
Lamar County, AL,01075,Marion County, AL,01093,0107501093,43.4,59.2 km,44 mins
Lamar County, AL,01075,Pickens County, AL,01107,0107501107,54.5,64.2 km,49 mins
Lamar County, AL,01075,Lowndes County, MS,28087,0107528087,47.9,61.4 km,46 mins
Lamar County, AL,01075,Monroe County, MS,28095,0107528095,38.5,60 km,42 mins
Lauderdale County, AL,01077,Lawrence County, AL,01079,0107701079,51.4,64.2 km,49 mins
Lauderdale County, AL,01077,Limestone County, AL,01083,0107701083,62.0,71.8 km,55 mins
Lauderdale County, AL,01077,Tishomingo County, MS,28141,0107728141,56.5,76.8 km,58 mins
Lauderdale County, AL,01077,Giles County, TN,47055,0107747055,65.1,79.6 km,1 hour 4 mins
Lauderdale County, AL,01077,Hardin County, TN,47071,0107747071,58.9,77.1 km,59 mins
Lauderdale County, AL,01077,Lawrence County, TN,47099,0107747099,42.1,61.4 km,49 mins
Lauderdale County, AL,01077,Wayne County, TN,47181,0107747181,40.7,54 km,41 mins
Lawrence County, AL,01079,Limestone County, AL,01083,0107901083,44.1,64.1 km,51 mins
Lawrence County, AL,01079,Morgan County, AL,01103,0107901103,44.4,49.1 km,40 mins
Lawrence County, AL,01079,Winston County, AL,01133,0107901133,41.8,51.2 km,40 mins
Lee County, AL,01081,Macon County, AL,01087,0108101087,40.0,52.2 km,40 mins
Lee County, AL,01081,Russell County, AL,01113,0108101113,38.3,46.2 km,35 mins
Lee County, AL,01081,Tallapoosa County, AL,01123,0108101123,50.8,57.4 km,43 mins
Lee County, AL,01081,Harris County, GA,13145,0108113145,43.6,79.7 km,53 mins
Lee County, AL,01081,Muscogee County, GA,13215,0108113215,46.0,62.8 km,48 mins
Limestone County, AL,01083,Madison County, AL,01089,0108301089,39.6,61.9 km,41 mins
Limestone County, AL,01083,Morgan County, AL,01103,0108301103,41.4,49.5 km,34 mins
Limestone County, AL,01083,Giles County, TN,47055,0108347055,43.9,49.2 km,39 mins
Limestone County, AL,01083,Lincoln County, TN,47103,0108347103,51.1,78.4 km,50 mins
Lowndes County, AL,01085,Montgomery County, AL,01101,0108501101,42.5,72.1 km,57 mins
Lowndes County, AL,01085,Wilcox County, AL,01131,0108501131,63.9,79.5 km,56 mins
Macon County, AL,01087,Montgomery County, AL,01101,0108701101,52.2,70.5 km,54 mins
Macon County, AL,01087,Russell County, AL,01113,0108701113,48.7,63.1 km,49 mins
Macon County, AL,01087,Tallapoosa County, AL,01123,0108701123,53.9,65 km,54 mins
Madison County, AL,01089,Marshall County, AL,01095,0108901095,54.8,67.8 km,45 mins
Madison County, AL,01089,Morgan County, AL,01103,0108901103,43.8,63 km,37 mins
Madison County, AL,01089,Franklin County, TN,47051,0108947051,59.9,70.2 km,52 mins
Madison County, AL,01089,Lincoln County, TN,47103,0108947103,42.2,49.5 km,43 mins
Marengo County, AL,01091,Perry County, AL,01105,0109101105,63.8,86.2 km,59 mins
Marengo County, AL,01091,Sumter County, AL,01119,0109101119,54.7,61.2 km,45 mins
Marengo County, AL,01091,Wilcox County, AL,01131,0109101131,54.2,70.1 km,50 mins
Marion County, AL,01093,Walker County, AL,01127,0109301127,66.0,79 km,54 mins
Marion County, AL,01093,Winston County, AL,01133,0109301133,47.7,52.9 km,37 mins
Marion County, AL,01093,Itawamba County, MS,28057,0109328057,47.0,50.8 km,33 mins
Marion County, AL,01093,Monroe County, MS,28095,0109328095,62.1,74.5 km,59 mins
Marshall County, AL,01095,Morgan County, AL,01103,0109501103,50.8,61 km,46 mins
Mobile County, AL,01097,Washington County, AL,01129,0109701129,80.3,87.7 km,1 hour 6 mins
Mobile County, AL,01097,George County, MS,28039,0109728039,46.6,55.2 km,46 mins
Mobile County, AL,01097,Greene County, MS,28041,0109728041,72.1,72 km,55 mins
Mobile County, AL,01097,Jackson County, MS,28059,0109728059,47.7,103.3 km,1 hour 9 mins
Monroe County, AL,01099,Wilcox County, AL,01131,0109901131,46.2,58.7 km,42 mins
Montgomery County, AL,01101,Pike County, AL,01109,0110101109,51.4,64.3 km,48 mins
Pickens County, AL,01107,Sumter County, AL,01119,0110701119,78.4,91 km,1 hour 7 mins
Pickens County, AL,01107,Tuscaloosa County, AL,01125,0110701125,53.4,63.5 km,47 mins
Pickens County, AL,01107,Lowndes County, MS,28087,0110728087,37.3,62.5 km,40 mins
Pickens County, AL,01107,Noxubee County, MS,28103,0110728103,48.5,66.1 km,45 mins
Randolph County, AL,01111,Tallapoosa County, AL,01123,0111101123,57.4,73.9 km,56 mins
Randolph County, AL,01111,Carroll County, GA,13045,0111113045,47.7,62.1 km,52 mins
Randolph County, AL,01111,Heard County, GA,13149,0111113149,30.2,39.9 km,31 mins
Randolph County, AL,01111,Troup County, GA,13285,0111113285,49.9,61 km,49 mins
Russell County, AL,01113,Chattahoochee County, GA,13053,0111313053,38.0,56.2 km,53 mins
Russell County, AL,01113,Muscogee County, GA,13215,0111313215,38.2,44.1 km,43 mins
Russell County, AL,01113,Stewart County, GA,13259,0111313259,41.0,58.4 km,48 mins
St. Clair County, AL,01115,Shelby County, AL,01117,0111501117,60.3,83.8 km,1 hour 30 mins
St. Clair County, AL,01115,Talladega County, AL,01121,0111501121,40.4,71 km,55 mins
Shelby County, AL,01117,Talladega County, AL,01121,0111701121,48.1,69.7 km,1 hour 2 mins
Sumter County, AL,01119,Kemper County, MS,28069,0111928069,43.3,59.6 km,52 mins
Sumter County, AL,01119,Lauderdale County, MS,28075,0111928075,48.2,64.1 km,41 mins
Sumter County, AL,01119,Noxubee County, MS,28103,0111928103,66.1,85.8 km,59 mins
Tuscaloosa County, AL,01125,Walker County, AL,01127,0112501127,59.4,86.9 km,1 hour 9 mins
Walker County, AL,01127,Winston County, AL,01133,0112701133,40.9,47.3 km,45 mins
Washington County, AL,01129,Greene County, MS,28041,0112928041,46.4,65.4 km,52 mins
Washington County, AL,01129,Wayne County, MS,28153,0112928153,52.6,71 km,53 mins
Apache County, AZ,04001,Graham County, AZ,04009,0400104009,275.2,417.5 km,4 hour 21 mins
Apache County, AZ,04001,Greenlee County, AZ,04011,0400104011,239.8,,
Apache County, AZ,04001,Navajo County, AZ,04017,0400104017,75.0,132.3 km,1 hour 24 mins
Apache County, AZ,04001,Montezuma County, CO,08083,0400108083,231.5,296.9 km,3 hour 6 mins
Apache County, AZ,04001,Catron County, NM,35003,0400135003,193.4,315.8 km,3 hour 27 mins
Apache County, AZ,04001,Cibola County, NM,35006,0400135006,144.8,202.6 km,2 hour 33 mins
Apache County, AZ,04001,McKinley County, NM,35031,0400135031,114.1,158 km,1 hour 45 mins
Apache County, AZ,04001,San Juan County, NM,35045,0400135045,163.5,224.3 km,2 hour 35 mins
Apache County, AZ,04001,San Juan County, UT,49037,0400149037,250.2,334.8 km,4 hour 0 mins
Cochise County, AZ,04003,Graham County, AZ,04009,0400304009,117.3,161.5 km,1 hour 45 mins
Cochise County, AZ,04003,Greenlee County, AZ,04011,0400304011,158.3,,
Cochise County, AZ,04003,Pima County, AZ,04019,0400304019,193.3,245.2 km,2 hour 40 mins
Cochise County, AZ,04003,Santa Cruz County, AZ,04023,0400304023,110.5,163.5 km,2 hour 24 mins
Cochise County, AZ,04003,Hidalgo County, NM,35023,0400335023,95.2,188.9 km,2 hour 14 mins
Coconino County, AZ,04005,Gila County, AZ,04007,0400504007,243.2,400.3 km,6 hour 24 mins
Coconino County, AZ,04005,Mohave County, AZ,04015,0400504015,178.7,293.8 km,4 hour 27 mins
Coconino County, AZ,04005,Navajo County, AZ,04017,0400504017,140.1,240.5 km,3 hour 44 mins
Coconino County, AZ,04005,Yavapai County, AZ,04025,0400504025,151.9,234.3 km,3 hour 33 mins
Coconino County, AZ,04005,Kane County, UT,49025,0400549025,160.8,308.4 km,4 hour 41 mins
Coconino County, AZ,04005,San Juan County, UT,49037,0400549037,266.5,413.6 km,5 hour 59 mins
Gila County, AZ,04007,Graham County, AZ,04009,0400704009,128.9,174.3 km,2 hour 44 mins
Gila County, AZ,04007,Maricopa County, AZ,04013,0400704013,163.6,250.2 km,3 hour 32 mins
Gila County, AZ,04007,Navajo County, AZ,04017,0400704017,183.6,348.3 km,4 hour 38 mins
Gila County, AZ,04007,Pinal County, AZ,04021,0400704021,109.7,166.6 km,2 hour 52 mins
Gila County, AZ,04007,Yavapai County, AZ,04025,0400704025,187.0,378.9 km,4 hour 48 mins
Graham County, AZ,04009,Greenlee County, AZ,04011,0400904011,68.4,,
Graham County, AZ,04009,Navajo County, AZ,04017,0400904017,276.5,400.4 km,4 hour 14 mins
Graham County, AZ,04009,Pima County, AZ,04019,0400904019,199.7,318.2 km,3 hour 18 mins
Graham County, AZ,04009,Pinal County, AZ,04021,0400904021,139.0,211.8 km,2 hour 26 mins
Greenlee County, AZ,04011,Catron County, NM,35003,0401135003,107.9,,
Greenlee County, AZ,04011,Grant County, NM,35017,0401135017,98.1,,
Greenlee County, AZ,04011,Hidalgo County, NM,35023,0401135023,156.0,,
La Paz County, AZ,04012,Maricopa County, AZ,04013,0401204013,149.2,169.3 km,1 hour 53 mins
La Paz County, AZ,04012,Mohave County, AZ,04015,0401204015,222.9,360.9 km,4 hour 29 mins
La Paz County, AZ,04012,Yavapai County, AZ,04025,0401204025,168.0,205.2 km,2 hour 32 mins
La Paz County, AZ,04012,Yuma County, AZ,04027,0401204027,106.7,205.2 km,2 hour 23 mins
La Paz County, AZ,04012,Imperial County, CA,06025,0401206025,144.1,204 km,2 hour 20 mins
La Paz County, AZ,04012,Riverside County, CA,06065,0401206065,181.6,238.8 km,2 hour 57 mins
La Paz County, AZ,04012,San Bernardino County, CA,06071,0401206071,233.5,353.5 km,4 hour 6 mins
Maricopa County, AZ,04013,Pima County, AZ,04019,0401304019,151.0,254.7 km,3 hour 2 mins
Maricopa County, AZ,04013,Pinal County, AZ,04021,0401304021,115.3,169.3 km,1 hour 57 mins
Maricopa County, AZ,04013,Yavapai County, AZ,04025,0401304025,142.9,205.4 km,2 hour 16 mins
Maricopa County, AZ,04013,Yuma County, AZ,04027,0401304027,146.5,187.7 km,1 hour 55 mins
Mohave County, AZ,04015,Yavapai County, AZ,04025,0401504025,161.4,235.6 km,3 hour 5 mins
Mohave County, AZ,04015,San Bernardino County, CA,06071,0401506071,240.5,379.5 km,4 hour 25 mins
Mohave County, AZ,04015,Clark County, NV,32003,0401532003,126.5,280.1 km,3 hour 30 mins
Mohave County, AZ,04015,Lincoln County, NV,32017,0401532017,235.1,500.9 km,5 hour 24 mins
Mohave County, AZ,04015,Kane County, UT,49025,0401549025,244.7,514.7 km,5 hour 59 mins
Mohave County, AZ,04015,Washington County, UT,49053,0401549053,173.4,509.9 km,6 hour 1 mins
Navajo County, AZ,04017,San Juan County, UT,49037,0401749037,252.7,373.9 km,4 hour 25 mins
Pima County, AZ,04019,Pinal County, AZ,04021,0401904021,96.2,198.4 km,2 hour 33 mins
Pima County, AZ,04019,Santa Cruz County, AZ,04023,0401904023,111.1,208.2 km,2 hour 49 mins
Pima County, AZ,04019,Yuma County, AZ,04027,0401904027,212.2,309.2 km,3 hour 27 mins
Yuma County, AZ,04027,Imperial County, CA,06025,0402706025,138.1,183.7 km,1 hour 52 mins
Arkansas County, AR,05001,Desha County, AR,05041,0500105041,52.7,67.2 km,50 mins
Arkansas County, AR,05001,Jefferson County, AR,05069,0500105069,50.9,77.4 km,56 mins
Arkansas County, AR,05001,Lincoln County, AR,05079,0500105079,49.1,76.2 km,56 mins
Arkansas County, AR,05001,Lonoke County, AR,05085,0500105085,70.2,101.1 km,1 hour 12 mins
Arkansas County, AR,05001,Monroe County, AR,05095,0500105095,46.2,70.4 km,53 mins
Arkansas County, AR,05001,Phillips County, AR,05107,0500105107,50.8,67.5 km,1 hour 1 mins
Arkansas County, AR,05001,Prairie County, AR,05117,0500105117,62.1,79.8 km,58 mins
Ashley County, AR,05003,Bradley County, AR,05011,0500305011,47.7,62.9 km,51 mins
Ashley County, AR,05003,Chicot County, AR,05017,0500305017,45.0,65.9 km,49 mins
Ashley County, AR,05003,Drew County, AR,05043,0500305043,44.3,55.4 km,39 mins
Ashley County, AR,05003,Union County, AR,05139,0500305139,76.9,88 km,1 hour 4 mins
Ashley County, AR,05003,Morehouse Parish, LA,22067,0500322067,41.3,46.5 km,43 mins
